行业,股票,时间,产权比率,保守速动比率,偿债能力指标,净利润(元),净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),成长能力指标,扣非净利润(元),扣非净利润同比增长率,每股净资产(元),每股指标,每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,盈利能力指标,营业周期(天),营业总收入(元),营业总收入同比增长率,资产负债率,运营能力指标,速动比率,销售净利率,销售毛利率
医药行业,亚太药业,2019-03-31,0.39,2.97,   ,5679.25万,-13.28%,2.24%,2.21%,0.1100,73.83,1.22,104.08,   ,5149.09万,-20.75%,4.79,   ,1.24,0.0071,2.44,3.78,   ,177.91,3.66亿,14.71%,27.98%,   ,2.97,15.49%,38.51%
医药行业,亚太药业,2019-06-30,0.63,7.06,   ,4023.91万,-69.36%,1.55%,1.47%,0.0800,93.19,1.93,127.13,   ,3153.98万,-75.68%,4.71,   ,1.16,-0.06,2.44,8.30,   ,220.32,5.74亿,-13.30%,38.50%,   ,7.06,7.02%,38.41%
医药行业,亚太药业,2019-09-30,0.64,7.24,   ,690.86万,-95.85%,0.26%,0.26%,0.0100,108.74,2.48,145.11,   ,-702.36万,-104.36%,4.65,   ,1.10,-0.08,2.44,8.59,   ,253.84,7.25亿,-24.37%,38.76%,   ,7.24,0.95%,37.84%
医药行业,亚太药业,2019-12-31,2.58,7.25,   ,-19.21亿,-1372.42%,-128.48%,-303.40%,-3.5800,128.62,2.80,104.56,   ,-20.88亿,-1150.41%,0.80,   ,-2.75,-0.10,2.44,8.55,   ,233.19,7.09亿,-37.36%,72.09%,   ,7.37,-270.87%,35.80%
医药行业,亚太药业,2020-03-31,2.72,7.27,   ,-2480.74万,-143.68%,-4.00%,-4.08%,-0.0500,161.55,0.56,50.85,   ,-2699.92万,-152.43%,0.75,   ,-2.80,0.0090,2.44,8.42,   ,212.40,1.49亿,-59.42%,73.11%,   ,7.37,-16.70%,45.38%
医药行业,亚太药业,2020-06-30,2.77,8.19,   ,-5428.69万,-234.91%,-8.96%,-9.37%,-0.1000,180.98,0.99,52.45,   ,-5733.62万,-281.79%,0.70,   ,-2.85,-0.17,2.44,9.35,   ,233.43,2.58亿,-55.01%,73.45%,   ,8.33,-21.02%,47.47%
医药行业,亚太药业,2020-09-30,2.42,6.13,   ,-1.07亿,-1647.88%,-18.44%,-20.31%,-0.2000,172.31,1.57,53.73,   ,-1.18亿,-1586.81%,0.60,   ,-2.95,0.02,2.44,7.12,   ,226.05,3.61亿,-50.26%,70.74%,   ,6.31,-29.65%,47.79%
医药行业,亚太药业,2020-12-31,1.96,3.90,   ,2727.50万,101.42%,4.22%,4.13%,0.0500,157.27,2.29,66.66,   ,-1.43亿,93.15%,0.85,   ,-2.70,0.03,2.44,4.37,   ,223.93,5.15亿,-27.41%,66.24%,   ,4.05,5.30%,51.19%
医药行业,亚太药业,2021-03-31,2.06,3.81,   ,-2394.13万,3.49%,-3.69%,-3.76%,-0.0400,168.38,0.53,123.63,   ,-3279.58万,-21.47%,0.81,   ,-2.74,-0.0012,2.44,4.30,   ,292.01,7899.48万,-46.84%,67.27%,   ,3.85,-30.31%,46.52%
医药行业,亚太药业,2021-06-30,1.88,4.09,   ,-4391.18万,19.11%,-6.87%,-7.11%,-0.0800,131.89,1.36,116.80,   ,-8977.37万,-56.57%,0.77,   ,-2.78,0.02,2.44,4.51,   ,248.69,1.53亿,-40.91%,65.24%,   ,4.12,-28.77%,42.48%
医药行业,亚太药业,2021-09-30,2.08,3.96,   ,-9510.90万,11.06%,-15.51%,-16.80%,-0.1800,119.10,2.27,118.14,   ,-1.25亿,-5.20%,0.67,   ,-2.88,0.03,2.44,4.34,   ,237.24,2.18亿,-39.50%,67.48%,   ,4.00,-43.58%,39.56%
医药行业,亚太药业,2021-12-31,2.72,4.17,   ,-2.28亿,-936.96%,-41.76%,-52.73%,-0.4300,115.65,3.11,107.16,   ,-2.39亿,-66.91%,0.43,   ,-3.13,-0.0072,2.44,4.65,   ,222.81,3.15亿,-38.80%,73.12%,   ,4.24,-72.44%,37.88%
医药行业,亚太药业,2022-03-31,2.86,4.45,   ,-2887.13万,-20.59%,-6.89%,-7.13%,-0.0538,139.43,0.65,84.67,   ,-2327.38万,29.03%,0.37,   ,-3.18,-0.02,2.44,4.99,   ,224.10,6832.26万,-13.51%,74.07%,   ,4.50,-42.26%,38.86%
医药行业,亚太药业,2022-06-30,2.85,6.98,   ,-5193.03万,-18.26%,-12.75%,-13.60%,-0.1000,106.20,1.69,83.32,   ,-4370.08万,51.32%,0.33,   ,-3.22,-0.04,2.44,7.84,   ,189.52,1.62亿,5.82%,74.02%,   ,7.11,-32.15%,36.93%
医药行业,亚太药业,2022-09-30,3.31,4.42,   ,-8138.47万,14.43%,-20.73%,-23.09%,-0.1517,128.78,2.10,83.95,   ,-7172.75万,42.45%,0.28,   ,-3.28,-0.08,2.44,5.20,   ,212.73,2.34亿,7.29%,76.82%,   ,4.50,-34.76%,35.06%
医药行业,亚太药业,2022-12-31,4.06,3.88,   ,-1.33亿,41.86%,-36.12%,-44.06%,-0.2500,117.16,3.07,76.65,   ,-1.17亿,51.17%,0.18,   ,-3.37,0.02,2.44,4.52,   ,193.81,3.73亿,18.50%,80.23%,   ,3.99,-35.54%,35.78%
医药行业,亚太药业,2023-03-31,3.99,4.36,   ,-261.89万,90.93%,-0.87%,-0.88%,-0.0049,109.84,0.82,66.63,   ,-584.54万,74.88%,0.18,   ,-3.38,-0.0046,2.44,5.04,   ,176.47,1.24亿,80.88%,79.98%,   ,4.46,-2.12%,37.50%
医药行业,亚太药业,2023-06-30,3.46,5.41,   ,1976.65万,138.06%,6.35%,6.16%,0.0400,112.04,1.61,77.17,   ,-3382.98万,22.59%,0.22,   ,-3.34,-0.04,2.44,6.13,   ,189.22,2.21亿,36.92%,77.59%,   ,5.49,8.94%,36.02%
医药行业,亚太药业,2023-09-30,2.43,5.73,   ,126.04万,101.55%,0.37%,0.31%,0.0023,114.52,2.36,85.80,   ,-5817.36万,18.90%,0.44,   ,-3.37,-0.05,2.64,6.45,   ,200.31,3.02亿,28.92%,70.83%,   ,5.80,0.42%,33.77%
医药行业,人民同泰,1990-12-31,0.53,3.11,   ,950.86万,--,--,--,--,154.95,2.32,147.94,   ,--,--,--,   ,--,--,--,2.89,   ,302.88,1.68亿,--,34.85%,   ,1.97,5.66%,28.73%
医药行业,人民同泰,1991-12-31,0.53,4.35,   ,1310.87万,37.86%,--,7.35%,--,163.52,2.20,137.14,   ,--,--,1.00,   ,--,--,--,4.25,   ,300.66,1.75亿,3.97%,34.63%,   ,2.53,7.51%,33.44%
医药行业,人民同泰,1992-12-31,0.47,5.30,   ,2108.15万,60.82%,--,10.51%,--,93.28,3.86,87.27,   ,--,--,1.00,   ,--,--,--,4.50,   ,180.55,2.47亿,41.46%,32.09%,   ,3.40,8.54%,28.02%
医药行业,人民同泰,1993-06-30,0.89,0.88,   ,1267.54万,--,--,--,--,118.59,1.52,65.19,   ,--,--,--,   ,-0.0034,--,1.98,1.31,   ,183.78,9997.54万,--,47.14%,   ,0.74,12.68%,39.11%
医药行业,人民同泰,1993-12-31,1.04,0.68,   ,3041.50万,44.27%,--,12.89%,--,73.24,4.92,83.71,   ,--,--,2.45,   ,--,--,2.14,1.31,   ,156.95,3.09亿,25.22%,50.53%,   ,0.91,10.47%,28.72%
医药行业,人民同泰,1994-06-30,0.55,0.0000,   ,2081.60万,64.22%,--,10.58%,0.2218,--,--,--,   ,--,--,3.96,   ,0.21,--,2.61,2.29,   ,--,1.32亿,31.56%,35.51%,   ,2.29,15.83%,--
医药行业,人民同泰,1994-12-31,0.50,0.44,   ,3125.40万,2.76%,--,9.59%,--,--,--,--,   ,--,--,4.08,   ,0.27,--,2.63,1.99,   ,--,2.76亿,-10.79%,33.07%,   ,1.63,11.33%,--
医药行业,人民同泰,1995-06-30,0.63,0.0000,   ,774.73万,-62.78%,--,1.92%,0.0769,--,--,--,   ,--,--,3.70,   ,0.10,--,2.40,1.57,   ,--,1.30亿,-1.27%,38.61%,   ,1.57,5.97%,--
医药行业,人民同泰,1995-12-31,0.55,0.48,   ,1269.86万,-59.37%,--,3.11%,--,77.80,4.63,75.68,   ,--,--,3.74,   ,0.04,--,2.44,1.29,   ,153.48,2.64亿,-4.21%,35.37%,   ,1.04,4.80%,25.65%
医药行业,人民同泰,1996-06-30,0.58,0.0000,   ,614.45万,-20.69%,--,1.48%,--,--,--,--,   ,--,--,3.45,   ,0.09,--,2.13,1.26,   ,--,1.33亿,2.24%,36.57%,   ,1.26,4.63%,--
医药行业,人民同泰,1996-12-31,0.56,0.42,   ,960.60万,-24.35%,--,2.32%,--,108.80,3.31,71.35,   ,--,--,3.45,   ,0.03,--,2.15,1.20,   ,180.15,2.65亿,0.18%,35.95%,   ,0.74,3.63%,29.49%
医药行业,人民同泰,1997-06-30,0.60,0.0000,   ,505.00万,-17.81%,--,1.21%,--,--,--,--,   ,--,--,3.49,   ,0.07,--,2.15,1.20,   ,--,1.40亿,5.49%,37.48%,   ,1.20,3.61%,--
医药行业,人民同泰,1997-12-31,0.57,0.50,   ,841.90万,-12.36%,--,1.98%,0.0670,141.33,2.55,61.52,   ,--,--,3.22,   ,0.08,--,1.89,1.44,   ,202.85,3.08亿,16.28%,36.18%,   ,0.86,2.73%,25.59%
医药行业,人民同泰,1998-06-30,0.60,0.64,   ,134.39万,-73.39%,--,0.31%,--,146.42,1.23,90.47,   ,--,--,3.23,   ,0.09,--,1.89,1.44,   ,236.89,1.57亿,11.93%,37.34%,   ,0.97,0.86%,23.31%
医药行业,人民同泰,1998-12-31,0.56,0.57,   ,-698.70万,-182.99%,0.18%,0.18%,0.0059,139.41,2.58,60.11,   ,--,--,3.26,   ,0.09,0.31,1.92,1.32,   ,199.52,3.53亿,14.59%,35.95%,   ,0.85,0.22%,25.83%
医药行业,人民同泰,1999-06-30,0.57,0.90,   ,184.47万,37.26%,--,0.43%,--,121.38,1.48,--,   ,--,--,3.28,   ,0.10,--,1.92,1.36,   ,121.38,1.77亿,12.83%,36.29%,   ,0.93,1.04%,25.83%
医药行业,人民同泰,1999-12-31,0.68,0.91,   ,232.26万,133.24%,--,0.55%,0.0176,122.50,2.94,--,   ,232.26万,--,3.19,   ,0.06,0.44,1.96,1.40,   ,122.50,3.86亿,9.39%,40.52%,   ,0.91,0.60%,26.58%
医药行业,人民同泰,2000-06-30,1.13,1.06,   ,732.64万,297.17%,--,1.71%,--,84.50,2.13,--,   ,533.00万,--,3.25,   ,0.11,0.14,1.96,1.42,   ,84.50,2.59亿,46.57%,53.11%,   ,1.08,2.83%,24.07%
医药行业,人民同泰,2000-12-31,1.15,0.93,   ,6154.31万,2549.76%,14.08%,13.20%,0.4656,107.86,3.34,--,   ,3233.24万,1292.08%,3.53,   ,0.21,0.47,1.98,1.39,   ,107.86,5.17亿,33.95%,53.42%,   ,0.94,11.90%,25.71%
医药行业,人民同泰,2001-06-30,1.17,1.22,   ,1723.74万,135.28%,3.72%,3.81%,0.1304,122.82,1.47,69.47,   ,1350.50万,153.38%,3.42,   ,0.14,-0.22,1.98,1.36,   ,192.29,2.56亿,-1.24%,53.88%,   ,0.97,6.73%,27.39%
医药行业,人民同泰,2001-09-30,--,--,   ,3970.76万,--,--,--,--,--,--,--,   ,--,--,--,   ,--,--,--,--,   ,--,4.24亿,--,--,   ,--,9.37%,29.21%
医药行业,人民同泰,2001-12-31,0.92,0.95,   ,4420.83万,-28.17%,9.27%,8.82%,0.3345,122.60,2.94,48.18,   ,2367.60万,-26.77%,3.79,   ,0.35,0.11,2.02,1.14,   ,170.78,5.21亿,0.80%,47.84%,   ,0.76,8.48%,28.92%
医药行业,人民同泰,2002-03-31,0.92,0.99,   ,-420.40万,--,--,-0.85%,--,153.95,0.58,74.52,   ,--,--,3.76,   ,0.32,--,2.02,1.16,   ,228.47,9289.41万,--,47.92%,   ,0.76,-4.53%,23.31%
医药行业,人民同泰,2002-06-30,0.95,1.02,   ,884.02万,-48.72%,--,1.73%,--,114.32,1.57,61.02,   ,701.18万,-48.08%,3.86,   ,0.41,0.08,2.02,1.18,   ,175.34,2.48亿,-2.97%,48.81%,   ,0.78,3.56%,25.90%
医药行业,人民同泰,2002-09-30,0.84,1.21,   ,2706.73万,-31.83%,--,5.12%,--,102.62,2.63,61.52,   ,2521.24万,--,3.08,   ,0.42,--,1.33,1.21,   ,164.14,4.11亿,-2.94%,45.69%,   ,0.88,6.58%,29.18%
医药行业,人民同泰,2002-12-31,0.77,0.96,   ,1011.21万,-77.13%,2.00%,2.00%,0.0392,110.65,3.25,46.32,   ,-318.54万,-113.45%,2.04,   ,0.21,0.49,0.61,1.17,   ,156.97,5.03亿,-3.43%,43.42%,   ,0.78,2.01%,28.15%
医药行业,人民同泰,2003-03-31,0.76,0.94,   ,-1046.65万,-148.97%,--,-2.01%,--,143.88,0.63,74.50,   ,--,--,2.02,   ,0.17,-0.08,0.63,1.15,   ,218.39,8279.46万,-10.87%,43.05%,   ,0.69,-12.64%,21.10%
医药行业,人民同泰,2003-06-30,0.89,1.07,   ,468.88万,-46.96%,0.89%,0.89%,0.0182,95.28,1.89,65.91,   ,-116.58万,-116.63%,2.08,   ,0.23,-0.02,0.63,1.33,   ,161.19,2.37亿,-4.51%,47.02%,   ,0.76,1.98%,26.73%
医药行业,人民同泰,2003-09-30,0.93,1.08,   ,1935.31万,-28.50%,--,3.51%,--,85.13,3.17,63.90,   ,1373.95万,-45.51%,2.14,   ,0.29,0.04,0.63,1.21,   ,149.03,3.90亿,-5.24%,48.21%,   ,0.74,4.96%,28.92%
医药行业,人民同泰,2003-12-31,0.92,0.95,   ,1778.88万,75.92%,3.32%,3.17%,0.0690,89.43,4.03,48.72,   ,1882.88万,691.10%,2.17,   ,0.26,0.28,0.67,0.98,   ,138.15,5.12亿,1.69%,47.96%,   ,0.72,3.48%,27.81%
医药行业,人民同泰,2004-03-31,0.92,0.88,   ,-691.42万,33.94%,--,-1.30%,--,152.21,0.59,113.15,   ,-1336.75万,--,2.15,   ,0.23,-0.19,0.67,1.06,   ,265.36,7135.66万,-13.82%,47.94%,   ,0.59,-9.69%,17.39%
医药行业,人民同泰,2004-06-30,0.90,0.95,   ,-796.56万,-269.89%,-1.53%,-1.44%,-0.0309,79.66,2.26,73.00,   ,-524.35万,-349.77%,2.15,   ,0.23,-0.03,0.68,0.90,   ,152.66,2.36亿,-0.42%,47.36%,   ,0.63,-3.37%,21.87%
医药行业,人民同泰,2004-09-30,1.68,1.62,   ,2012.53万,3.99%,--,3.53%,--,152.92,1.77,82.53,   ,82.82万,-93.97%,1.63,   ,0.22,-0.08,0.24,1.39,   ,235.45,3.90亿,0.13%,52.31%,   ,1.06,5.16%,23.33%
医药行业,人民同泰,2004-12-31,1.38,1.34,   ,2669.27万,50.05%,4.65%,4.45%,0.0690,139.93,2.57,74.05,   ,1395.62万,-25.88%,1.55,   ,0.21,0.16,0.15,1.39,   ,213.98,6.43亿,25.60%,44.32%,   ,0.97,6.32%,40.62%
医药行业,人民同泰,2005-03-31,1.56,1.70,   ,2103.73万,404.26%,--,3.37%,--,68.18,1.32,47.79,   ,2031.92万,252.00%,1.61,   ,0.27,0.05,0.15,1.38,   ,115.97,4.80亿,572.54%,48.93%,   ,1.08,10.01%,42.96%
医药行业,人民同泰,2005-06-30,1.41,1.73,   ,2788.50万,450.07%,4.54%,4.00%,0.0721,100.12,1.80,40.49,   ,2940.50万,660.79%,1.68,   ,0.26,0.33,0.22,1.68,   ,140.62,8.42亿,256.37%,44.95%,   ,1.32,8.53%,50.49%
医药行业,人民同泰,2005-09-30,1.58,1.50,   ,8330.99万,313.96%,--,12.19%,--,93.98,2.87,44.05,   ,8551.30万,10225.70%,1.77,   ,0.40,0.40,0.17,1.22,   ,138.03,12.90亿,230.60%,57.69%,   ,0.93,10.89%,50.45%
医药行业,人民同泰,2005-12-31,1.45,1.24,   ,1.45亿,443.70%,21.59%,19.11%,0.3800,96.88,3.72,37.43,   ,1.40亿,902.79%,1.96,   ,0.33,0.81,0.20,1.36,   ,134.31,17.69亿,175.24%,55.35%,   ,0.94,11.29%,47.80%
医药行业,人民同泰,2006-03-31,1.69,1.34,   ,5995.59万,185.00%,--,7.29%,--,93.10,0.97,36.69,   ,6033.88万,196.95%,2.13,   ,0.49,0.13,0.21,1.33,   ,129.79,5.24亿,9.27%,57.84%,   ,0.98,12.37%,41.00%
医药行业,人民同泰,2006-06-30,1.49,1.25,   ,8030.73万,188.00%,9.82%,9.65%,0.2077,98.91,1.82,40.60,   ,8154.78万,177.33%,2.10,   ,0.44,0.26,0.24,1.32,   ,139.51,9.64亿,14.54%,55.02%,   ,0.94,8.86%,45.13%
医药行业,人民同泰,2006-09-30,1.62,1.56,   ,1.59亿,90.56%,--,17.76%,0.4107,97.56,2.77,33.40,   ,1.62亿,88.96%,2.31,   ,0.65,0.35,0.24,1.31,   ,130.96,14.41亿,11.65%,57.45%,   ,1.04,11.31%,48.92%
医药行业,人民同泰,2006-12-31,1.16,0.98,   ,2.17亿,49.35%,25.44%,22.84%,0.5606,100.61,3.58,35.10,   ,2.26亿,61.69%,2.47,   ,0.70,0.49,0.25,1.36,   ,135.70,20.68亿,16.88%,50.72%,   ,0.98,10.35%,47.35%
医药行业,人民同泰,2007-03-31,1.11,1.09,   ,5118.40万,-14.63%,--,4.41%,0.1300,102.83,0.88,46.39,   ,4725.57万,-21.68%,2.68,   ,0.78,-0.12,0.26,1.41,   ,149.22,5.04亿,-3.92%,49.78%,   ,1.09,9.99%,45.28%
医药行业,人民同泰,2007-06-30,0.86,1.12,   ,1.01亿,25.76%,9.72%,9.27%,0.2612,104.97,1.71,49.93,   ,9118.01万,11.81%,2.82,   ,0.92,-0.42,0.25,1.58,   ,154.90,9.88亿,2.49%,43.31%,   ,1.12,10.38%,45.02%
医药行业,人民同泰,2007-09-30,1.17,1.18,   ,1.76亿,10.68%,--,15.09%,0.4545,108.67,2.48,38.31,   ,1.46亿,-9.42%,3.01,   ,1.11,0.64,0.25,1.44,   ,146.98,15.32亿,6.31%,51.17%,   ,1.18,11.76%,49.80%
医药行业,人民同泰,2007-12-31,1.01,1.02,   ,2.68亿,23.69%,23.82%,21.32%,0.6935,110.54,3.26,37.48,   ,2.02亿,-10.65%,3.25,   ,1.12,0.49,0.24,1.39,   ,148.02,22.68亿,9.70%,47.55%,   ,1.02,11.98%,48.39%
医药行业,人民同泰,2008-03-31,0.89,1.10,   ,5884.37万,14.97%,--,4.47%,0.1522,155.57,0.58,43.50,   ,5674.53万,20.08%,3.40,   ,1.28,-0.18,0.24,1.46,   ,199.07,5.38亿,6.71%,44.29%,   ,1.10,11.71%,60.05%
医药行业,人民同泰,2008-06-30,0.82,1.09,   ,1.21亿,20.19%,9.26%,9.06%,0.3140,107.89,1.67,44.38,   ,1.14亿,25.57%,3.46,   ,1.34,-0.46,0.24,1.48,   ,152.26,12.28亿,24.27%,42.38%,   ,1.09,10.32%,48.98%
医药行业,人民同泰,2008-09-30,1.26,1.11,   ,1.93亿,9.61%,0.0000%,13.66%,0.4982,109.10,2.47,35.60,   ,1.85亿,26.32%,3.65,   ,1.52,-0.22,0.24,1.34,   ,144.71,19.11亿,24.80%,53.05%,   ,1.11,10.54%,51.09%
医药行业,人民同泰,2008-12-31,0.85,1.12,   ,2.69亿,0.45%,19.62%,18.11%,0.6966,121.36,2.97,37.27,   ,2.61亿,29.05%,3.85,   ,1.66,-0.17,0.24,1.51,   ,158.63,25.94亿,14.38%,43.43%,   ,1.12,10.82%,52.74%
医药行业,人民同泰,2009-03-31,0.73,1.27,   ,5810.65万,-1.25%,0.0000%,3.76%,0.1503,113.16,0.80,53.49,   ,5790.72万,2.05%,4.00,   ,1.81,1.18,0.24,1.63,   ,166.65,5.47亿,1.77%,39.67%,   ,1.27,10.90%,42.41%
医药行业,人民同泰,2009-06-30,0.96,1.02,   ,1.38亿,13.58%,9.75%,10.28%,0.3566,103.08,1.75,47.68,   ,1.34亿,17.01%,3.47,   ,1.27,0.86,0.24,1.39,   ,150.76,12.11亿,-1.37%,45.95%,   ,1.02,11.97%,43.22%
医药行业,人民同泰,2009-09-30,1.12,1.13,   ,2.18亿,13.18%,0.0000%,15.34%,0.5638,89.72,3.01,38.14,   ,2.04亿,10.43%,3.68,   ,1.48,1.24,0.24,1.35,   ,127.86,19.90亿,4.10%,49.87%,   ,1.13,11.56%,44.98%
医药行业,人民同泰,2009-12-31,0.80,1.14,   ,2.79亿,3.53%,18.97%,18.69%,0.7211,110.99,3.24,33.86,   ,2.61亿,-0.11%,3.86,   ,1.57,1.16,0.26,1.54,   ,144.85,26.38亿,1.69%,41.94%,   ,1.14,11.13%,49.38%
医药行业,人民同泰,2010-03-31,0.68,1.31,   ,8645.35万,48.78%,5.48%,5.48%,0.2236,103.99,0.87,31.26,   ,8522.25万,47.17%,4.08,   ,1.80,0.68,0.26,1.70,   ,135.24,7.61亿,39.07%,38.08%,   ,1.31,11.71%,57.04%
医药行业,人民同泰,2010-06-30,0.80,1.02,   ,1.75亿,26.92%,10.88%,12.21%,0.3018,99.70,1.81,34.59,   ,1.66亿,23.92%,3.71,   ,1.35,0.80,0.34,1.45,   ,134.29,15.28亿,26.21%,41.96%,   ,1.02,11.82%,52.25%
医药行业,人民同泰,2010-09-30,1.08,1.13,   ,2.56亿,17.32%,16.38%,16.89%,0.4410,80.99,3.33,31.80,   ,2.40亿,17.70%,3.92,   ,1.56,0.69,0.34,1.37,   ,112.79,22.79亿,14.55%,49.57%,   ,1.13,11.49%,49.36%
医药行业,人民同泰,2010-12-31,0.99,0.98,   ,3.34亿,19.74%,21.44%,20.97%,0.5757,106.38,3.38,27.50,   ,2.97亿,13.95%,4.12,   ,1.69,0.42,0.34,1.38,   ,133.88,30.05亿,13.90%,47.65%,   ,0.98,11.29%,49.61%
医药行业,人民同泰,2011-03-31,0.82,1.00,   ,1.08亿,24.92%,6.56%,6.35%,0.2794,114.34,0.79,28.36,   ,1.04亿,21.65%,4.40,   ,1.97,0.78,0.34,1.50,   ,142.70,9.50亿,24.89%,43.22%,   ,1.00,10.95%,56.64%
医药行业,人民同泰,2011-06-30,0.99,0.84,   ,2.15亿,22.80%,12.64%,13.28%,0.3706,120.43,1.49,37.02,   ,2.09亿,26.15%,2.79,   ,1.17,0.27,0.23,1.36,   ,157.44,18.03亿,17.96%,47.86%,   ,0.84,11.34%,52.47%
医药行业,人民同泰,2011-09-30,1.16,1.03,   ,3.18亿,24.17%,18.81%,18.46%,0.5476,107.85,2.50,36.12,   ,3.10亿,28.89%,2.97,   ,1.35,0.15,0.23,1.34,   ,143.97,27.01亿,18.52%,51.92%,   ,1.03,11.32%,51.27%
医药行业,人民同泰,2011-12-31,1.06,0.87,   ,3.99亿,19.41%,23.49%,22.13%,0.6874,126.03,2.86,28.53,   ,3.47亿,16.81%,3.11,   ,1.44,-0.19,0.23,1.36,   ,154.56,36.06亿,19.99%,49.64%,   ,0.87,10.77%,49.51%
医药行业,人民同泰,2012-03-31,0.98,1.01,   ,1.17亿,7.96%,6.27%,6.08%,0.2011,136.53,0.66,34.54,   ,1.13亿,9.27%,3.31,   ,1.64,0.47,0.23,1.44,   ,171.07,10.53亿,10.84%,47.56%,   ,1.01,11.11%,55.70%
医药行业,人民同泰,2012-06-30,0.89,1.08,   ,2.23亿,3.99%,11.68%,11.04%,0.3853,132.16,1.36,33.84,   ,2.11亿,0.54%,3.49,   ,1.82,0.20,0.23,1.53,   ,166.00,21.03亿,16.65%,45.21%,   ,1.08,10.77%,52.55%
医药行业,人民同泰,2012-09-30,0.85,1.10,   ,2.30亿,-27.71%,11.98%,11.30%,0.3959,122.43,2.21,38.96,   ,2.07亿,-33.19%,3.50,   ,1.83,0.33,0.23,1.55,   ,161.39,30.12亿,11.48%,44.23%,   ,1.10,7.54%,48.92%
医药行业,人民同泰,2012-12-31,0.81,1.13,   ,3.64亿,-8.69%,18.35%,16.81%,0.6277,126.22,2.85,35.44,   ,3.31亿,-4.54%,3.73,   ,2.00,0.38,0.23,1.59,   ,161.66,40.68亿,12.83%,43.09%,   ,1.13,8.69%,50.68%
医药行业,人民同泰,2013-03-31,0.78,1.16,   ,718.02万,-93.84%,0.33%,0.33%,0.0124,119.52,0.75,61.02,   ,-713.59万,-106.30%,3.75,   ,2.02,-0.15,0.23,1.59,   ,180.54,7.89亿,-25.14%,42.44%,   ,1.16,0.86%,40.17%
医药行业,人民同泰,2013-06-30,0.79,1.07,   ,-3355.12万,-115.02%,-1.56%,-1.57%,-0.0579,120.70,1.49,73.14,   ,-6244.78万,-129.65%,3.68,   ,1.95,0.34,0.23,1.56,   ,193.84,15.61亿,-25.77%,42.86%,   ,1.07,-2.18%,38.68%
医药行业,人民同泰,2013-09-30,0.76,1.20,   ,-6638.86万,-128.92%,-3.11%,-3.16%,-0.1145,103.77,2.60,89.38,   ,-1.03亿,-149.76%,3.62,   ,1.89,0.09,0.23,1.57,   ,193.15,22.99亿,-23.65%,41.73%,   ,1.20,-2.93%,37.60%
医药行业,人民同泰,2013-12-31,0.66,1.24,   ,646.21万,-98.22%,0.30%,0.30%,0.0111,115.30,3.12,51.09,   ,-2527.43万,-107.63%,3.74,   ,2.01,-0.27,0.23,1.67,   ,166.39,31.77亿,-21.91%,39.01%,   ,1.24,-0.25%,40.94%
医药行业,人民同泰,2014-03-31,0.62,1.29,   ,5031.21万,600.71%,0.86%,0.86%,0.0868,127.84,0.70,64.24,   ,1114.94万,256.24%,3.78,   ,2.04,-0.02,0.23,1.74,   ,192.08,25.07亿,-13.07%,37.27%,   ,1.29,1.81%,43.44%
医药行业,人民同泰,2014-06-30,0.56,1.37,   ,1.29亿,483.28%,3.12%,3.12%,0.2218,195.16,0.92,89.91,   ,6201.62万,199.31%,3.73,   ,1.99,0.71,0.23,1.80,   ,285.07,46.74亿,-33.45%,35.29%,   ,1.37,5.41%,53.82%
医药行业,人民同泰,2014-09-30,0.52,1.42,   ,1.63亿,345.96%,3.11%,3.13%,0.2816,209.32,1.29,94.72,   ,5400.38万,152.45%,3.73,   ,1.99,0.94,0.23,1.87,   ,304.04,68.04亿,-39.36%,33.69%,   ,1.42,3.90%,53.39%
医药行业,人民同泰,2014-12-31,0.54,1.39,   ,1.87亿,2800.18%,1.89%,1.90%,0.3232,226.59,1.59,82.50,   ,4698.14万,285.89%,3.61,   ,1.86,0.68,0.23,1.90,   ,309.09,90.11亿,-45.27%,34.39%,   ,1.39,1.51%,51.57%
医药行业,人民同泰,2015-03-31,1.87,0.87,   ,6303.84万,25.29%,4.68%,4.68%,0.1087,30.20,2.98,34.14,   ,6079.93万,445.32%,2.32,   ,1.32,-0.17,--,1.41,   ,64.34,27.06亿,7.91%,65.11%,   ,0.87,2.09%,16.06%
医药行业,人民同泰,2015-06-30,1.72,1.03,   ,1.04亿,-18.76%,3.50%,7.52%,0.1802,28.72,6.27,42.09,   ,1.01亿,63.38%,2.40,   ,1.40,-0.03,--,1.45,   ,70.81,48.19亿,3.11%,63.22%,   ,1.03,2.04%,12.98%
医药行业,人民同泰,2015-09-30,1.85,1.06,   ,1.37亿,-15.84%,6.32%,9.67%,0.2370,29.30,9.22,48.82,   ,1.33亿,146.28%,2.45,   ,1.45,0.30,--,1.42,   ,78.12,67.87亿,-0.25%,64.91%,   ,1.06,1.93%,11.85%
医药行业,人民同泰,2015-12-31,1.97,1.00,   ,1.39亿,-25.88%,7.87%,9.76%,0.2396,31.61,11.39,47.99,   ,1.32亿,180.87%,2.45,   ,1.45,0.58,--,1.39,   ,79.60,89.09亿,-1.12%,66.37%,   ,1.00,1.49%,11.09%
